,train,val,test
18,,TCGA-CZ-5457-01Z-00-DX1.87f21980-bf6b-4da6-ae8e-f7fef7396d52,TCGA-BP-4977-01Z-00-DX1.b40b5355-757d-42cc-91b2-333871afbb57
19,,TCGA-BP-4799-01Z-00-DX1.bf24e85e-66d4-4cf6-ad5d-9a7e1d27d008,TCGA-CJ-4638-01Z-00-DX1.DD6F1D27-5258-4831-A296-427338F6C9A1
20,,TCGA-BP-4988-01Z-00-DX1.b037f17b-8fc7-46b2-adae-8e1140606fb7,TCGA-CJ-4918-01Z-00-DX1.FC5811FB-D6B4-479C-8A47-9023D0873319
21,,TCGA-B0-4838-01Z-00-DX1.4276ecc3-5aa3-4b54-b146-7327e0b4a4c4,TCGA-CZ-5463-01Z-00-DX1.3abac01c-cdd3-4ea2-9a2e-ac0bae861fc1
22,,TCGA-BP-4174-01Z-00-DX1.be4a0246-98f6-44c3-a00f-dfb7d076e9db,TCGA-BP-5010-01Z-00-DX1.e906e855-5dc0-4c28-85e3-a0ce1af27f5d
23,,TCGA-BP-4784-01Z-00-DX1.5b7d8f64-34f4-4d5d-95b1-77700042e5e7,TCGA-CZ-5464-01Z-00-DX1.093c64f0-b49e-48a8-a3af-ed0af4b6a548
24,,TCGA-B2-3923-01Z-00-DX1.48a5a3fc-18cb-4417-9638-a73d17b81085,TCGA-BP-4960-01Z-00-DX1.8ed78985-d391-4756-ab30-eca545091013
25,,TCGA-CJ-4894-01Z-00-DX1.9076806D-75AA-42E9-9EEF-B5A0541280B4,TCGA-B0-4712-01Z-00-DX1.b584d650-4bdd-452c-9926-18a1a8388d91
26,,TCGA-BP-4756-01Z-00-DX1.c807152d-3237-4842-af32-cfa7e53a542c,TCGA-BP-5178-01Z-00-DX1.4d59b151-8cc6-451a-b009-a4f3a46ae653
27,,TCGA-CZ-4864-01Z-00-DX1.4c3b083b-cfd3-4b75-9a5f-49286af1b433,TCGA-BP-5199-01Z-00-DX1.4db19cdf-ebe4-48ae-9e8f-331303f13472
28,,TCGA-AK-3425-01Z-00-DX1.39FD616C-3050-41E1-BF80-D2069E492FDE,TCGA-B8-4154-01Z-00-DX1.b74b690e-366d-4eff-b216-c01a75596902
29,,TCGA-B4-5378-01Z-00-DX1.E38DB70A-5A21-48E7-92BA-832F702772D5,TCGA-CZ-5461-01Z-00-DX1.0a5231b0-7d37-470f-8497-5f1fb5e42d86
30,,TCGA-BP-4807-01Z-00-DX1.c985d6a4-5104-4b37-b7ab-2d357b89bac5,TCGA-BP-4770-01Z-00-DX1.d8a5f4f9-c07d-4465-823f-6c4b3759b4ad
31,,TCGA-B0-5698-01Z-00-DX1.e7739945-c890-46f9-ba2b-f2cd2ae39567,TCGA-B0-4700-01Z-00-DX1.1a56e8e5-e1c7-48c7-b17a-5adc9d780613
32,,TCGA-BP-4983-01Z-00-DX1.6fe545db-0aee-49cc-93be-b87e9313b9d1,TCGA-B0-5098-01Z-00-DX1.d9298d58-2fd2-4cfd-9900-6e0b7ebfc9c9
33,,TCGA-CZ-5459-01Z-00-DX1.300c3ae5-9e88-4336-9807-a61cd71d4f1b,TCGA-BP-4161-01Z-00-DX1.a5c24186-a438-4c65-857e-d6da30340342
34,,TCGA-B0-5088-01Z-00-DX1.69bb79f8-33cc-4c9c-be63-323e5470fdde,TCGA-BP-5185-01Z-00-DX1.e965a765-7610-4299-8a21-b4e004f6892e
35,,TCGA-CZ-4853-01Z-00-DX1.1e328b6f-eabf-48c6-aa23-dafaff4b88cc,TCGA-CJ-4902-01Z-00-DX1.5A7985BA-A46C-4769-8C99-9CCCB3A5EDC8
36,,TCGA-B0-5117-01Z-00-DX1.d847a765-e0f0-4dfe-89e6-d85a1145e3ad,TCGA-CJ-4891-01Z-00-DX1.5E9F7E8F-110A-4A9F-BCD0-9CFBA14E1419
37,,TCGA-BP-4975-01Z-00-DX1.3b4b3a5f-f2c1-41d7-9590-11dc5a6265d9,TCGA-A3-3370-01Z-00-DX1.85c55ab4-8f44-4e76-af56-d42226764135
38,,TCGA-BP-5184-01Z-00-DX1.b682d92b-fc7b-4a8c-a0f3-d1e3a309f136,TCGA-AS-3778-01Z-00-DX1.E44DEEAC-DDAC-476A-A8EB-A7E3689B4121
39,,TCGA-CJ-4916-01Z-00-DX1.9C306902-51B1-4968-BB06-DE21606DD963,TCGA-BP-4961-01Z-00-DX1.4971f9c1-32b8-4eb2-b7a5-0985aaf83422
40,,TCGA-B2-4098-01Z-00-DX1.d0dbc3f3-d381-4e80-954f-57aebb2c7103,TCGA-AK-3454-01Z-00-DX1.C6853BCF-0ECF-443A-8516-6D544C9BD456
41,,TCGA-BP-4962-01Z-00-DX1.49d7d740-c260-467d-8ce2-3bf4e6fe6ef0,TCGA-BP-4765-01Z-00-DX1.eeb51a80-0a8d-428e-ab84-92769b558a76
42,,TCGA-CJ-4912-01Z-00-DX1.28805E39-F07A-40FF-8810-162BED671E17,TCGA-6D-AA2E-01Z-00-DX1.81E7420E-9C8B-4076-A604-F2B2AD3340D5
43,,TCGA-CJ-4885-01Z-00-DX1.7B74D046-B821-485E-934E-6D3278355822,TCGA-B4-5377-01Z-00-DX1.E4AA3C18-D6A3-47C5-9FA9-38238F075DAB
44,,TCGA-BP-5200-01Z-00-DX1.857a5a60-4cbb-4aa1-ad71-2de6e7e1df30,TCGA-B2-4099-01Z-00-DX1.c0aa462a-083d-4db8-af8f-37b45a544c8b
45,,TCGA-A3-3329-01Z-00-DX1.4da187d6-f0d4-4f4b-95d3-c12d660d4bb2,TCGA-CJ-4900-01Z-00-DX1.75AA0FB8-54AF-492F-867F-A7A4DA11FCAF
46,,TCGA-CJ-4908-01Z-00-DX1.3B9E62AC-B67F-4AAC-9255-8A1EB3A78473,TCGA-B8-4619-01Z-00-DX1.2738922d-4a07-45b3-968b-83994e9a0ed6
47,,TCGA-A3-3336-01Z-00-DX1.F2848BBF-DCDF-4AB0-837C-99A88CC5A49A,TCGA-CJ-5683-01Z-00-DX1.4758DFEF-5B66-43AC-B88B-FFF4079DB129
48,,TCGA-BP-4329-01Z-00-DX1.da54fc65-7cb6-4265-8d45-b373a59fa1da,TCGA-B8-5552-01Z-00-DX1.391C74B0-7381-40F8-88AF-B1687CB39F11
49,,TCGA-CJ-4897-01Z-00-DX1.7C8DAACB-B64D-4F7C-B543-B2C19D041F51,TCGA-A3-3331-01Z-00-DX1.13afd793-4360-43db-9c99-1e72e4b158d7
50,,TCGA-BP-4789-01Z-00-DX1.be26bdc8-622c-493e-847d-229f6649c24a,TCGA-AK-3458-01Z-00-DX1.45890D8B-B66A-49C9-983A-4A2AD6722076
51,,TCGA-B4-5834-01Z-00-DX1.2E194BF6-D66C-45B3-B8A3-4ED429A3022A,TCGA-B8-5163-01Z-00-DX1.7e349a4e-7d00-4fc0-a754-52322827906c
52,,TCGA-B8-5550-01Z-00-DX1.f9c84121-b555-486b-9049-9b87c7268e0a,TCGA-B0-5694-01Z-00-DX1.d33b7c17-1d59-467f-9f33-47158ab5bdf7
53,,TCGA-B0-4813-01Z-00-DX1.8ea2278c-1446-4820-986d-79e4c0080b88,TCGA-B0-5696-01Z-00-DX1.73c27995-9401-43bd-80ff-6ee9dadcbd5a
54,,TCGA-CJ-4873-01Z-00-DX1.A964B9A3-83AC-4B4E-89BB-5B8D330FFDDF,TCGA-B0-5109-01Z-00-DX1.7d4f557d-d4f5-4c89-886c-49ff27fd063a
55,,TCGA-B8-A54E-01Z-00-DX1.336165F7-BBAC-4FA8-B776-E12483C60B62,TCGA-BP-4176-01Z-00-DX1.e6cbc6db-6340-4bca-b5c0-c3c358c78d80
56,,TCGA-B0-5102-01Z-00-DX1.0dc0a4bf-4836-4f9f-a31e-c03eb6855cf7,TCGA-BP-5169-01Z-00-DX1.b9739d1e-6d86-44ab-a064-9fe50d393613
57,,TCGA-CJ-5681-01Z-00-DX1.103D5A1F-B07C-4090-8E3A-770514D2BBC4,TCGA-A3-3326-01Z-00-DX1.2caeb5df-3522-4205-80ca-3373026f49b9
58,,TCGA-A3-3316-01Z-00-DX1.d6248cf8-7b02-4dce-8c91-1b91751cf1ee,TCGA-BP-4340-01Z-00-DX1.29f86b4c-2e25-4279-90ac-c147b3b5fb89
59,,TCGA-CJ-4869-01Z-00-DX1.0963305A-0BA8-4266-A4D7-B37A98FA342F,TCGA-B0-4844-01Z-00-DX1.18c475a1-24a9-473b-82e7-0caa621d18b1
60,,TCGA-BP-5192-01Z-00-DX1.a907179e-7b54-4315-bed1-6f1f12609cc9,TCGA-BP-4332-01Z-00-DX1.cce78224-1325-42ee-9211-b5142e0e3175
61,,TCGA-CJ-4871-01Z-00-DX1.B944523E-7380-4C02-A3C4-B337A41AEDD9,TCGA-CJ-5671-01Z-00-DX1.B5C9CA9F-A061-42EC-9A19-F0702F1577E5
62,,TCGA-CZ-5455-01Z-00-DX1.f62e1d32-8a1e-4708-a0ba-93516a0b3dab,TCGA-B0-4852-01Z-00-DX1.b3511f16-8d4e-4fa4-9f67-8309f277f167
63,,TCGA-B0-5099-01Z-00-DX1.b52a09b0-7361-4bc8-afce-d587d716599a,TCGA-BP-4777-01Z-00-DX1.d974c34b-6e2e-419e-8d4e-674380f313ba
64,,TCGA-BP-5196-01Z-00-DX1.85bc950b-ed4a-4f77-8c17-b2916d0a05de,TCGA-B0-4821-01Z-00-DX1.794eb92f-941b-46a8-9aba-fa702408b772
65,,TCGA-BP-4762-01Z-00-DX1.d7e04665-32ee-4e53-a398-7ef13ab6630c,TCGA-B4-5843-01Z-00-DX1.6e020ad3-b4fc-4280-ab98-865eb075fe29
66,,TCGA-B4-5838-01Z-00-DX1.0CC46AA4-5C2C-46FD-9C94-BD96FF287218,TCGA-BP-4965-01Z-00-DX1.80afb4f3-e44e-4e99-8047-102be4aad2de
67,,TCGA-BP-4970-01Z-00-DX1.0075f8d7-796e-4294-b585-3a0bdc29235a,TCGA-EU-5905-01Z-00-DX1.f83b5cb0-7295-4f67-acac-cc1768b07c60
68,,TCGA-BP-4987-01Z-00-DX1.6c63360c-7ac1-41f3-916f-214a4017e455,TCGA-BP-4173-01Z-00-DX1.caac2fb6-767e-4e13-87d4-1a8b9558120b
69,,TCGA-CJ-5684-01Z-00-DX1.140EAE71-7E0C-43C0-ACA3-465D0B16A605,TCGA-BP-4769-01Z-00-DX1.c13d841b-b3f6-4d86-b1c1-94e850a8fa44
70,,TCGA-BP-4964-01Z-00-DX1.b7ed6f65-4382-4f19-8fef-1e677cadde75,TCGA-CJ-6030-01Z-00-DX1.A762AB76-62E5-4680-9912-8B6D7FC48FF9
71,,TCGA-CJ-5686-01Z-00-DX1.9DC91DB0-272B-485C-9F61-7F7C00915746,TCGA-CZ-4863-01Z-00-DX1.7f3da3a1-5d70-4d30-a9f3-80ab883cf9f6
72,,TCGA-A3-3367-01Z-00-DX1.9fca6a91-bb71-4632-8b20-e9f4d7030699,TCGA-CJ-4640-01Z-00-DX1.F5625E6F-1B5D-408A-982B-9A66103DF1CC
73,,TCGA-B0-4706-01Z-00-DX1.a29630d2-be74-4245-8d47-2e1694bea5e4,TCGA-BP-4354-01Z-00-DX1.9f53f9e2-ea72-4be4-9848-1a3f5634dac0
74,,TCGA-B8-A54J-01Z-00-DX1.D9DA4491-BC23-4AA4-92CB-26956C78A034,TCGA-B0-5691-01Z-00-DX1.ef332029-fdef-4a0c-b891-4ef14da0e6ba
75,,TCGA-BP-4345-01Z-00-DX1.5ada8b8e-40c4-4035-b34a-7bb0a0bb0005,TCGA-AK-3444-01Z-00-DX1.1F0E0B47-29FF-456F-800A-539983FDCFAA
76,,TCGA-BP-4337-01Z-00-DX1.5c88395f-317b-4cc5-8945-16c7cdb0876e,TCGA-AK-3443-01Z-00-DX1.bf067de8-9ca9-4be2-b064-2257ee323a09
77,,TCGA-BP-4982-01Z-00-DX1.c2a2e876-e500-412f-b937-30a3824af803,TCGA-B0-5106-01Z-00-DX1.564e51a3-be50-4eed-ba9c-4d478b96ffc6
78,,TCGA-B0-5083-01Z-00-DX1.f27af4bd-c418-46aa-aa6e-10890090645e,TCGA-A3-3325-01Z-00-DX1.53D2B035-AD02-4B52-803B-1CE584C59175
79,,TCGA-B0-4693-01Z-00-DX1.1e9a856a-1172-4db8-887a-b65fff644798,TCGA-BP-4798-01Z-00-DX1.5f6fa5de-bdbc-4048-9948-c89a25a92fd5
80,,TCGA-AS-3777-01Z-00-DX1.3c2ee8f6-91f4-46e6-a84b-676d8560f3d4,TCGA-CJ-4639-01Z-00-DX1.78EC26B2-D619-4E01-AD44-813201E96DBB
81,,TCGA-B0-5702-01Z-00-DX1.a455181a-c4a5-40f5-b82e-be5bc6bb0a41,TCGA-AK-3455-01Z-00-DX1.58C308CD-4338-47E2-A8B0-EA0649F33358
82,,TCGA-B0-4718-01Z-00-DX1.24cc8660-df2d-4910-ae5d-68b6ab6feb57,TCGA-B0-5085-01Z-00-DX1.29c82ff0-9e4d-477f-a8d9-8931c69e58f8
83,,TCGA-BP-4763-01Z-00-DX1.6f3d1ec1-6404-42a9-9668-2cf0ac931a46,TCGA-A3-3349-01Z-00-DX1.206c2817-1b93-4fdf-8128-3f6e3b4935b6
84,,TCGA-AK-3434-01Z-00-DX1.996B7B9A-9036-4C09-87DD-552170EE956D,TCGA-A3-3382-01Z-00-DX1.38cdb806-248a-4030-8a47-b5ce266991de
85,,TCGA-CJ-4886-01Z-00-DX1.14E6C96C-BD32-4EB4-8C9A-760A62D8DFDE,TCGA-B0-5706-01Z-00-DX1.3e5b4737-48e5-44af-b029-f4091812c13b
86,,TCGA-BP-4974-01Z-00-DX1.97991078-9139-4bca-a5c7-0c6c66459df9,TCGA-B0-5115-01Z-00-DX1.f07e128b-5a67-409a-a420-ce953f291364
87,,TCGA-B0-4849-01Z-00-DX1.979ac1bc-d04f-470d-bed2-85d3bd3cd912,TCGA-B0-5110-01Z-00-DX1.c87c39f4-9c4b-4f1c-a658-e93e69cc1280
88,,TCGA-B0-4834-01Z-00-DX1.c4bb0354-50a6-4ac7-b538-59a9428bc527,TCGA-AK-3465-01Z-00-DX1.17a6b1da-f8b4-4bfb-98f0-6cf6a71f27d7
89,,TCGA-BP-5194-01Z-00-DX1.396df9e6-7305-4e25-9c15-64bbc431e568,TCGA-DV-5567-01Z-00-DX1.646edc51-54e3-4999-8554-07f724b906a6
90,,TCGA-A3-A8OV-01Z-00-DX1.ABA46896-E96D-4208-B0E3-4712F04175D4,TCGA-CJ-4888-01Z-00-DX1.3C25F016-BC38-4B8A-9DCF-6ACCDEEC2525
91,,TCGA-B0-4810-01Z-00-DX1.c3874ffc-31ff-41c3-a474-48e2ff90783c,TCGA-A3-3306-01Z-00-DX1.bfd320d3-f3ec-4015-b34a-98e9967ea80d
92,,TCGA-CZ-5989-01Z-00-DX1.c6fd2257-4742-4c4e-ade2-995f54f1cfa8,TCGA-B4-5844-01Z-00-DX1.64CF8817-E960-45EC-8073-8228DE0486C0
93,,TCGA-CZ-5469-01Z-00-DX1.5c3baf64-ab33-4b32-b5e7-b7e4f42b6051,TCGA-AK-3430-01Z-00-DX1.71713A92-C495-414B-B3FD-1CF5D0D9F105
94,,TCGA-B8-5165-01Z-00-DX1.d0314896-5fb0-4c33-9d62-710199657d25,TCGA-AK-3431-01Z-00-DX1.5D6F4225-F46D-4368-969F-64652FB0DDA9
95,,TCGA-CJ-4913-01Z-00-DX1.47D39794-A772-41CA-8921-65B7FD5C6006,TCGA-A3-3352-01Z-00-DX1.a2f02c84-0201-417c-a719-7964f5fbfd3c
96,,TCGA-G6-A5PC-01Z-00-DX1.1E7A6945-7AC1-438D-B1EC-C45BEFC6851E,TCGA-BP-4804-01Z-00-DX1.a998cc6f-408c-4144-9d8f-6a800bb85ced
97,,TCGA-BP-4343-01Z-00-DX1.262f0e99-f404-4232-bd7a-b23f2ebefc49,TCGA-BP-4774-01Z-00-DX1.2451bdbc-a9a7-4ac6-95bc-d8e263356206
98,,TCGA-BP-4969-01Z-00-DX1.30906c32-0008-45d9-9a37-d468cfcb28e3,TCGA-B0-5703-01Z-00-DX1.c358bcd6-0d76-459d-862d-041ab3ebb496
99,,TCGA-A3-3351-01Z-00-DX1.bbfb3f8b-ef35-423a-b13f-7ccf6438b01f,TCGA-A3-3323-01Z-00-DX1.8225cfd4-6b2c-48b8-bd78-fd574557b4e8
100,,TCGA-DV-5569-01Z-00-DX1.6ac6fcb6-18df-4838-83eb-d339f8ce0722,TCGA-BP-5007-01Z-00-DX1.3d9c2588-3310-4fbc-8bc0-7185e9b0d83b
101,,TCGA-BP-4797-01Z-00-DX1.ede57976-a7d8-4534-bba3-3a3472fefd62,TCGA-A3-3320-01Z-00-DX1.81f8b962-a7a3-43ba-ab12-d92eb91f97b2
102,,TCGA-A3-3307-01Z-00-DX1.E9BB41BE-9F96-49A7-8164-A7E715A00EB9,TCGA-AK-3426-01Z-00-DX1.65794348-1156-4211-B63A-AE2FFF1B0C26
103,,TCGA-CJ-6028-01Z-00-DX1.7D61411B-8B96-4D9A-9CAF-46D22ED72F93,TCGA-A3-A8OW-01Z-00-DX1.B173FC44-8708-4255-AF01-9D8194F0BCA1
104,,TCGA-B8-4143-01Z-00-DX1.44100402-0862-4e68-83fa-c8fb6536563a,TCGA-BP-5201-01Z-00-DX1.d1a9878e-bb97-48fb-9098-9d9337f06250
105,,TCGA-B0-4713-01Z-00-DX1.974f47b6-2d74-4bb0-8436-0712b77f4d0d,TCGA-B0-5077-01Z-00-DX1.f2aac4d2-8db1-4f99-855e-705ac1eddbef
106,,TCGA-B2-5636-01Z-00-DX1.31aff50a-fa20-4f89-85e4-bc2417c4db46,TCGA-CJ-5672-01Z-00-DX1.E319BB3C-61C0-4324-A448-57B5EC921C17
107,,TCGA-BP-4759-01Z-00-DX1.077e7051-ed46-4cf6-9ede-c08a2b635279,TCGA-B0-4848-01Z-00-DX1.ceef08c2-711e-434f-a1de-71b538be2fd4
108,,TCGA-BP-5202-01Z-00-DX1.d7e64bbb-d747-4a01-a5d6-26ad5a1e8a13,TCGA-BP-5180-01Z-00-DX1.accba421-72e5-41f9-8830-ef4aa84e79ec
109,,TCGA-B0-5709-01Z-00-DX1.8e4b701a-1ef7-4d79-a562-0f316c696984,TCGA-B0-5084-01Z-00-DX1.550d2568-2aa9-42c8-9b21-fd66aea9c809
110,,TCGA-A3-A8OX-01Z-00-DX1.5A010A2C-0F08-4FF7-A78B-B42198DAF505,TCGA-B0-4827-01Z-00-DX1.c08eeafe-d2d4-41d1-a8f5-eacd1b0e601f
111,,TCGA-B4-5836-01Z-00-DX1.5F2DDC1A-9DA3-46B7-A0B8-E4BBE1658110,TCGA-CZ-4856-01Z-00-DX1.866ea89f-a487-4380-af9b-bec919edeefb
112,,TCGA-CJ-4644-01Z-00-DX1.130EA9F0-3583-492D-96DF-7BE75F3F4624,TCGA-CZ-5456-01Z-00-DX1.65910977-0870-43cf-8a78-91dd8a289312
113,,TCGA-BP-5183-01Z-00-DX1.f84b4982-b51e-4220-a80b-767ecbb3e20f,TCGA-BP-4349-01Z-00-DX1.ddae244f-3487-48d0-bf0a-358a73d97d27
114,,TCGA-A3-3313-01Z-00-DX1.10f8cd5e-1c4f-4bb4-96f3-c612f093fc80,TCGA-DV-A4VZ-01Z-00-DX1.E724E339-6779-45CC-A938-60F8C490F3D7
115,,TCGA-AK-3445-01Z-00-DX1.FAD9A2F0-BDF8-445B-93C2-70AE41E246FB,TCGA-A3-3357-01Z-00-DX1.b85a8293-7b4f-4a8a-b799-77d7d7b39b3e
116,,TCGA-B8-4621-01Z-00-DX1.1b685a91-fb7c-4803-b6c9-3891234d197d,TCGA-DV-5573-01Z-00-DX1.3c1c2107-9272-4335-9004-b9f78a93cfc5
117,,TCGA-GK-A6C7-01Z-00-DX1.291DEE77-CD13-4D8E-BA35-6EC15F45D264,TCGA-B8-5158-01Z-00-DX1.bf87760d-1ce2-4df9-a1a5-74f90d668ef2
118,,TCGA-A3-A6NN-01Z-00-DX1.4769C9A7-02D2-4080-8AA1-CD34F11CB344,TCGA-A3-A6NJ-01Z-00-DX1.249AAC4B-E019-43FA-96EF-95ED15D3D264
119,,TCGA-B8-A54G-01Z-00-DX1.0EDB6818-907C-4C37-8645-628850202AD0,TCGA-B8-A8YJ-01Z-00-DX1.31A6E902-8704-4241-9BC0-EBD64309DEE7
120,,TCGA-G6-A8L7-01Z-00-DX1.6EE9797B-5DBA-48D9-A62A-9C9791CC54AE,TCGA-CJ-4868-01Z-00-DX1.95E8398F-7709-42F0-9F2B-2D185B4429AE
121,,TCGA-CZ-4865-01Z-00-DX1.54659e9f-398c-45d9-93c9-35a75ca62509,TCGA-B0-4842-01Z-00-DX1.d780158b-81c2-4ac9-b7a0-9c9386c6414c
122,,TCGA-BP-4758-01Z-00-DX1.f30694f7-b54f-43d8-a71c-0558caf0621c,TCGA-B8-4153-01Z-00-DX1.55bba0a1-79c2-475d-ae98-81a17d832ba6
123,,TCGA-A3-3324-01Z-00-DX1.43959e95-b823-4614-9552-52a432f7d115,TCGA-BP-4355-01Z-00-DX1.d66c8a3b-0bc0-4a40-93e7-005bef5cf25c
124,,TCGA-B4-5832-01Z-00-DX1.0ED42E9A-83D1-4008-B775-A934E06D2629,TCGA-BP-4787-01Z-00-DX1.8bac7e59-04be-43a6-8656-501bf157452c
125,,TCGA-B8-A54F-01Z-00-DX1.7C46D299-64F5-42C0-8226-A1AB4FF5C879,TCGA-B0-4819-01Z-00-DX1.4ce81ca5-c546-4d52-895f-092b43635dfc
126,,TCGA-BP-5191-01Z-00-DX1.4942ebf2-cef3-4cff-8430-b377d274952f,TCGA-B2-5633-01Z-00-DX1.c55a29ca-468e-46de-9ff5-a51f46fe09fd
127,,TCGA-B0-4710-01Z-00-DX1.e1440c30-b28d-42a8-b126-5abab7e0e3b2,TCGA-BP-4352-01Z-00-DX1.fc671377-0f49-4a28-93fe-0409be6a7473
128,,TCGA-A3-3359-01Z-00-DX1.D473A2D2-AE66-469D-80A1-584598335E17,TCGA-DV-A4VX-01Z-00-DX1.9E7036DB-6DD7-4D25-93BD-298206C85EDA
129,,TCGA-A3-3317-01Z-00-DX1.ca503755-bfa6-462b-b37e-09e8ca97edeb,TCGA-G6-A8L6-01Z-00-DX1.4B152639-AA5E-45C2-94AF-33549D343ED0
130,,TCGA-CZ-5453-01Z-00-DX1.28eeb5c3-81ec-4a17-a20a-8028ae614744,TCGA-MM-A564-01Z-00-DX1.F8F976F5-500F-4B3F-BF0E-EC3D126AF7D3
131,,TCGA-CZ-4862-01Z-00-DX1.67cc16d6-6589-4f7b-bc7e-642eae3d2779,TCGA-MM-A564-01Z-00-DX2.C54B9A26-7221-4B29-8331-6D8F8F52B058
132,,TCGA-BP-4967-01Z-00-DX1.25615528-2d42-4b48-b086-2e851f4fee6e,TCGA-3Z-A93Z-01Z-00-DX1.79F4D1A6-ACDB-4AB1-B8A8-C1CEE617C734
133,,TCGA-CJ-4887-01Z-00-DX1.66F5343A-537E-44B4-815E-20BC4B831D9B,TCGA-CJ-4903-01Z-00-DX1.6DB22AEA-582B-44CB-B153-CBBFE5042735
